500 25000
169 242 424
48 163 778
32 37 814
262 425 420
290 489 530
491 369 920
357 194 296
49 9 199
256 86 604
499 255 699
423 303 862
53 335 251
219 449 28
140 240 370
170 231 239
90 440 433
387 489 794
438 104 35
37 212 121
141 211 376
340 486 531
54 40 218
305 111 168
334 251 260
56 422 343
295 12 283
80 251 124
375 189 580
262 226 292
384 220 503
260 60 342
144 115 234
30 458 97
290 14 371
133 161 735
268 242 487
393 469 528
325 83 107
118 467 827
473 80 739
401 86 979
247 469 937
196 259 952
67 245 965
302 13 707
289 258 28
170 436 612
277 406 931
456 379 11
195 47 87
402 300 26
233 47 995
22 243 254
326 310 851
292 465 717
351 106 327
380 276 263
344 405 169
127 361 901
139 409 800
78 163 100
104 396 148
99 270 743
206 97 906
57 389 371
102 472 606
217 168 11
387 296 725
288 287 134
88 365 649
40 470 897
188 421 167
284 127 764
42 37 653
413 311 246
242 265 218
348 483 887
212 222 535
437 10 822
423 450 187
72 490 9
469 31 283
136 167 910
253 209 447
4 216 728
223 417 711
462 129 433
497 66 795
171 341 597
72 234 971
355 222 138
117 327 347
65 86 321
28 90 389
256 165 806
320 127 935
253 476 853
401 499 694
498 210 811
438 282 397
409 137 620
399 254 299
419 51 476
309 308 141
467 128 621
403 233 449
108 486 449
155 485 159
466 423 293
364 185 782
336 84 888
135 183 60
21 454 963
490 83 751
463 338 837
413 446 323
214 101 160
188 107 240
100 128 547
64 477 662
187 320 97
291 135 787
128 400 234
303 114 187
464 191 459
400 209 743
21 361 715
78 402 323
171 354 303
218 418 781
232 458 953
182 249 440
469 229 341
55 32 807
243 348 999
202 248 560
298 121 922
13 52 676
188 223 530
492 293 801
125 25 111
78 207 860
370 177 941
19 327 174
370 382 774
430 32 396
204 397 800
232 86 523
115 78 816
416 203 693
27 133 901
239 3 930
180 215 14
5 86 694
31 308 76
306 90 960
54 295 357
354 27 943
377 494 21
45 410 76
238 289 709
491 380 713
421 412 780
288 270 718
482 301 526
410 107 116
370 161 763
227 15 143
23 244 137
396 289 900
473 380 541
182 371 922
247 145 686
27 433 456
97 267 758
475 29 365
444 399 379
207 478 246
202 353 491
192 250 632
92 223 364
485 405 236
259 153 233
446 32 18
402 130 285
12 457 166
378 401 565
109 461 895
355 163 749
198 207 499
331 299 222
195 137 979
283 396 484
368 342 517
386 97 499
23 109 956
189 339 358
106 448 171
2 156 186
103 354 894
454 37 545
28 233 682
7 368 579
492 89 273
212 351 832
168 392 523
378 499 324
49 353 480
482 262 372
27 290 457
210 149 677
266 354 594
173 235 189
196 465 188
372 367 893
352 455 701
187 437 815
411 464 105
220 174 255
397 167 748
16 434 103
110 423 169
407 448 256
96 496 74
137 369 441
30 221 248
84 260 685
399 23 1
357 243 528
464 493 195
212 9 629
167 471 404
189 230 704
445 326 701
371 315 70
164 198 643
412 282 256
97 33 279
99 242 875
127 206 720
174 271 81
304 438 552
60 479 782
265 277 960
318 148 276
388 313 974
139 175 141
271 126 236
498 105 942
299 435 356
351 496 335
485 113 612
445 431 261
73 171 426
47 54 651
155 46 678
149 317 804
385 167 909
179 385 189
245 184 976
101 387 972
288 224 937
401 169 868
14 243 539
440 142 946
91 150 992
426 36 828
188 67 565
229 312 601
205 265 488
30 406 712
467 307 233
188 321 328
227 261 971
25 204 621
17 326 772
30 105 660
210 293 227
275 22 892
376 227 9
216 109 915
428 77 222
14 265 895
342 344 8
165 370 213
138 239 891
262 270 848
422 332 641
150 108 515
394 336 95
403 53 704
319 333 633
393 199 398
141 394 243
149 411 465
214 50 704
106 164 326
454 87 511
448 89 471
463 335 807
410 238 712
115 409 898
248 303 597
499 296 491
94 445 903
59 160 805
115 118 969
294 424 408
305 224 349
276 40 684
435 450 775
148 417 184
398 18 839
495 17 635
339 111 581
94 22 593
251 489 211
72 283 987
333 440 212
182 216 752
219 4 702
178 402 990
370 249 7
5 440 470
438 386 492
383 137 481
94 62 117
434 395 557
146 77 626
250 148 130
452 142 134
424 173 888
266 43 637
273 400 930
243 191 316
87 74 306
38 455 763
447 101 692
73 203 341
189 432 8
429 198 51
419 324 304
349 419 995
17 7 421
323 428 442
191 318 397
454 265 850
147 339 553
340 394 561
323 436 345
332 365 895
235 136 219
391 485 139
238 3 498
160 178 426
102 370 96
0 176 361
202 175 552
256 15 799
169 191 587
14 375 804
409 110 441
481 354 778
120 92 133
396 207 34
344 59 210
57 261 386
110 369 253
261 38 944
348 404 819
4 314 282
445 295 636
76 267 580
209 237 185
21 133 244
55 477 803
118 34 416
356 496 286
406 309 581
225 314 247
359 111 894
347 187 661
428 397 750
465 270 883
209 326 212
364 296 98
418 113 56
95 19 218
28 97 32
275 456 643
21 304 183
34 84 80
284 401 850
19 110 528
83 326 324
181 106 328
389 472 961
107 0 58
491 127 15
486 148 171
169 34 755
249 318 8
452 337 118
480 420 296
157 453 902
485 286 279
427 175 751
241 134 603
299 125 730
166 111 730
337 281 264
444 382 434
452 334 123
422 167 895
218 324 849
473 309 487
104 89 162
356 330 796
459 129 773
42 148 384
124 337 517
389 134 900
175 86 734
299 361 901
194 431 77
395 256 887
382 361 828
396 69 158
317 422 287
202 47 625
471 463 49
206 114 910
459 309 694
37 56 302
276 439 663
456 335 232
114 380 613
253 49 887
393 251 786
370 323 574
481 146 390
30 352 356
293 164 17
339 53 574
141 181 513
157 137 700
241 103 580
354 208 982
94 101 233
380 323 908
307 304 555
405 480 275
423 319 680
497 460 361
362 469 850
62 211 953
495 417 662
477 11 263
62 244 87
323 403 243
230 452 430
341 209 262
117 484 81
297 333 894
11 47 363
361 110 74
167 457 992
329 286 355
444 200 599
383 23 2
127 105 306
409 447 868
105 65 38
499 428 85
215 142 547
289 309 356
133 138 142
489 434 195
440 318 718
295 297 676
321 230 243
26 336 808
64 187 89
1 402 231
401 44 540
257 177 30
252 18 964
17 106 431
193 59 638
20 381 720
263 407 56
424 323 244
13 176 646
244 77 690
136 187 720
166 291 738
130 238 49
265 107 7
196 301 567
186 173 948
407 437 207
315 361 382
411 226 910
58 322 340
172 124 818
263 106 908
164 223 15
172 420 168
239 458 342
39 365 131
98 33 992
332 444 70
242 354 892
82 307 350
461 479 826
131 242 284
39 259 508
407 431 280
75 22 238
269 413 456
400 363 989
244 195 433
314 289 788
58 372 95
260 185 74
438 317 169
75 208 780
83 115 563
215 43 85
250 161 408
184 328 549
419 147 959
345 437 776
366 12 336
146 447 304
209 162 847
146 468 11
496 229 928
209 480 590
469 16 418
19 488 656
292 259 655
251 104 593
68 117 53
372 179 67
219 325 35
82 322 765
11 383 597
453 353 613
371 224 953
27 368 712
35 472 668
128 203 639
85 271 109
490 143 288
58 214 613
93 297 787
210 160 671
159 113 24
272 336 100
77 215 468
289 250 440
449 464 267
58 306 411
198 364 125
164 310 774
451 372 934
122 32 899
498 304 735
98 382 451
419 23 53
359 333 784
355 283 748
123 193 406
386 244 771
363 408 581
138 359 953
424 482 837
324 480 494
411 79 228
214 350 751
268 209 437
52 417 572
152 392 617
58 130 861
181 493 269
262 131 629
68 408 963
257 84 943
251 495 374
479 210 724
83 330 786
20 234 55
444 386 799
61 296 429
423 478 422
44 240 906
25 160 814
488 418 398
432 21 745
158 1 307
235 436 137
21 308 371
428 252 109
227 165 406
156 88 384
78 485 976
484 10 489
150 499 759
400 283 280
146 293 633
305 28 569
295 49 877
128 56 647
386 212 587
122 291 572
98 127 935
439 130 286
198 382 569
479 28 862
464 186 243
34 481 792
263 499 622
245 479 178
244 365 243
331 339 886
256 438 13
191 377 495
477 428 378
398 259 758
260 223 944
355 109 777
148 373 629
122 470 960
152 214 178
395 397 17
147 344 685
494 321 465
372 71 724
483 184 799
279 39 261
57 39 986
38 161 456
498 166 22
176 413 919
194 47 73
1 46 769
38 40 943
355 265 514
431 248 698
231 27 738
492 436 777
478 326 791
286 325 957
308 353 222
79 399 769
152 401 315
217 147 973
231 78 573
430 161 452
20 5 389
297 335 715
440 121 392
397 281 246
472 361 645
93 365 398
469 356 189
294 440 119
367 370 133
319 242 138
60 39 826
128 480 947
372 229 581
118 53 942
116 147 159
14 56 299
56 377 7
97 171 447
69 38 669
54 209 411
192 270 803
18 250 635
318 122 216
399 93 770
193 209 417
352 75 825
3 484 702
11 433 373
310 2 763
332 408 972
250 323 196
385 141 319
454 392 764
224 85 825
493 290 900
318 293 236
372 156 670
97 467 24
360 151 433
131 349 709
179 86 703
350 40 595
114 116 33
439 109 823
192 427 616
428 151 773
98 248 92
123 460 595
408 497 693
294 480 542
355 159 129
58 10 669
39 416 747
362 108 527
478 36 678
103 135 279
47 110 739
142 18 88
336 164 68
378 371 228
359 282 238
381 288 214
266 41 738
293 371 775
324 475 410
103 374 372
194 17 742
283 205 906
351 83 629
431 295 911
169 176 699
236 47 378
366 313 419
105 459 791
380 283 618
142 238 992
366 432 861
108 67 566
366 419 2
495 350 297
407 372 825
458 108 872
337 326 537
108 431 348
221 157 721
427 483 573
346 349 844
348 345 695
497 104 419
174 414 879
398 103 705
435 212 989
136 315 504
119 37 662
193 455 537
199 234 521
272 80 222
117 280 567
164 277 523
435 303 438
314 201 393
371 489 105
360 125 773
379 437 117
416 488 351
289 113 932
12 230 212
431 246 842
455 181 645
245 347 199
138 218 688
96 431 813
369 296 909
31 27 699
148 443 187
351 233 300
283 245 882
42 483 13
39 80 860
238 219 931
426 167 862
91 388 510
1 419 537
52 419 832
239 270 565
392 406 662
126 106 691
459 148 526
472 187 607
333 426 678
264 204 845
478 296 233
340 149 504
377 201 775
209 292 397
127 184 303
141 163 761
184 122 909
211 94 449
318 279 227
348 395 931
193 373 79
278 213 228
282 442 429
409 4 222
306 483 258
462 124 773
223 161 395
133 372 842
434 42 621
161 390 369
444 435 242
24 213 808
104 347 602
34 256 106
256 62 941
366 24 418
140 100 579
387 85 951
229 19 845
72 476 670
166 352 735
326 457 582
429 491 690
387 99 104
329 317 481
247 457 581
326 345 666
129 426 185
474 481 717
209 53 545
231 72 750
466 398 207
400 327 50
90 215 501
194 396 818
175 143 128
108 321 825
274 302 751
311 276 233
380 337 638
426 420 210
176 386 109
235 286 288
285 228 503
286 274 751
456 302 394
84 410 67
409 185 369
13 348 497
98 229 334
236 7 606
299 35 992
408 270 130
48 407 710
404 45 485
155 1 287
50 86 697
469 347 734
339 360 583
336 458 312
129 346 854
474 106 976
456 154 883
167 58 428
4 66 781
291 468 719
488 437 67
75 276 279
158 465 590
322 340 637
493 469 335
175 104 947
410 123 358
190 127 424
471 418 892
43 258 829
110 333 958
241 343 423
320 158 436
155 357 232
96 32 188
44 294 311
178 308 208
422 351 966
251 313 800
61 54 643
336 238 161
451 58 819
472 162 561
160 58 856
469 264 351
435 16 664
87 429 571
83 266 309
244 217 867
63 457 933
92 429 596
154 89 506
362 412 319
54 173 161
55 142 926
423 17 723
494 452 841
303 196 59
22 260 516
308 204 798
256 358 387
262 72 652
81 127 325
95 182 320
373 440 602
167 363 971
242 209 424
84 364 120
495 387 232
363 47 289
161 303 147
401 65 72
53 499 199
230 94 233
402 319 525
356 338 741
328 80 450
252 16 315
224 11 554
309 227 101
98 388 904
97 141 469
21 46 820
220 277 766
305 31 585
331 388 423
72 216 356
374 320 872
189 396 736
243 57 815
344 7 203
100 457 697
422 478 243
242 199 872
9 356 904
446 187 292
370 111 360
78 486 532
450 175 928
38 271 838
353 467 845
409 68 154
106 342 133
349 84 684
74 445 40
478 244 80
122 114 191
482 192 177
366 494 705
294 33 328
484 238 795
182 147 715
469 307 846
153 381 291
46 359 535
126 481 1
169 315 45
199 181 892
84 312 15
231 346 15
208 152 427
54 157 308
198 55 519
85 33 352
439 203 167
484 402 200
228 158 28
5 94 192
21 177 538
388 476 220
8 185 724
436 91 734
96 289 289
116 375 823
468 166 878
488 150 632
188 231 790
68 236 736
260 109 913
150 497 390
223 358 427
299 294 870
33 242 660
175 358 387
350 179 53
228 167 55
360 207 638
2 276 375
90 36 336
3 39 834
245 262 544
24 61 838
395 447 432
407 122 791
294 324 322
199 404 841
106 116 548
245 470 824
472 60 213
308 415 252
494 13 514
38 37 427
228 432 374
161 191 348
304 337 172
126 36 76
467 495 692
15 92 162
340 64 574
405 372 490
157 219 3
23 257 540
450 338 325
177 499 368
25 303 706
198 281 94
126 248 589
319 115 181
333 307 597
408 212 822
398 221 41
253 244 150
145 47 988
322 76 339
191 101 994
397 151 275
491 278 375
433 449 843
466 282 150
64 42 215
386 440 936
279 45 533
281 191 80
122 13 656
461 204 609
456 101 761
83 445 891
311 230 340
154 196 974
19 498 309
308 129 855
341 411 898
273 33 411
281 346 468
390 154 421
394 49 596
86 203 645
413 359 757
430 231 108
91 39 737
298 232 500
196 5 385
460 286 732
428 28 886
349 384 476
216 130 525
164 217 580
309 130 792
67 412 23
175 355 914
264 154 646
117 350 651
2 162 289
234 90 169
473 440 405
449 156 536
475 172 253
407 482 235
199 401 499
222 428 354
488 44 8
134 161 711
137 164 873
278 250 964
300 223 404
205 173 912
241 0 436
346 407 270
81 459 171
80 33 951
435 22 348
295 156 509
6 146 525
232 424 776
196 224 851
452 282 524
216 23 376
152 370 284
446 236 128
250 23 650
98 318 659
459 177 805
485 409 81
113 457 658
464 261 940
341 477 815
217 481 185
353 256 989
448 55 77
77 305 100
79 255 418
90 214 447
247 199 356
339 277 926
131 118 255
132 41 493
473 489 900
402 418 705
420 440 175
220 40 226
76 221 891
94 60 20
20 191 490
276 489 677
365 473 218
111 200 478
168 202 328
481 475 121
156 195 661
234 123 382
145 238 337
135 366 326
165 83 800
383 293 98
274 425 853
102 406 828
223 414 23
236 0 147
118 126 364
412 123 954
101 111 172
428 276 255
80 159 401
178 455 509
329 229 286
363 259 958
386 114 937
102 378 912
409 332 23
81 260 651
189 340 663
442 370 618
451 52 699
238 87 882
93 189 637
404 75 603
193 30 833
457 439 665
333 372 777
484 413 969
147 355 692
117 159 244
316 249 831
51 383 633
33 84 750
322 87 571
339 420 444
469 256 857
438 404 565
130 373 724
374 42 973
57 93 708
43 137 537
366 171 121
468 159 751
249 333 338
172 25 610
326 432 122
391 63 996
467 289 538
292 199 983
0 242 972
37 460 143
159 428 155
262 29 840
100 202 865
210 170 359
428 496 292
51 239 707
437 498 547
420 351 789
392 388 601
388 399 30
395 161 59
235 113 261
101 175 432
460 104 780
104 155 520
311 202 78
160 491 429
207 411 280
349 155 520
302 395 920
332 290 581
244 378 195
357 331 370
289 291 326
422 248 481
294 411 535
153 131 289
285 332 297
306 134 192
226 319 835
159 63 713
206 272 44
255 336 787
89 130 199
124 354 270
292 293 585
441 451 572
134 177 243
321 189 658
386 395 430
282 324 344
469 432 180
257 21 162
456 145 17
78 0 877
332 145 22
269 86 326
193 72 355
436 393 44
446 131 292
377 413 116
221 383 900
268 300 919
137 230 419
366 414 916
241 184 3
67 229 927
422 18 173
467 464 804
259 193 218
227 267 953
128 373 797
401 141 597
172 279 679
444 145 594
360 386 630
363 305 359
143 228 729
316 195 694
120 306 739
190 385 506
143 365 879
292 267 373
241 291 652
421 235 649
15 96 388
145 311 193
356 454 773
86 122 820
132 243 626
371 285 364
461 73 348
334 315 640
338 236 875
340 251 971
228 248 635
273 456 89
47 42 212
219 26 807
198 250 92
62 480 373
140 128 262
280 466 850
155 306 453
479 386 701
466 160 657
407 59 52
471 130 578
278 328 680
223 390 160
448 182 954
9 454 900
211 461 707
164 292 593
217 258 105
227 166 16
131 137 147
61 268 475
242 343 366
402 291 400
208 39 574
290 400 528
43 112 841
250 128 134
195 346 744
301 425 762
169 56 752
316 117 520
144 359 215
10 114 506
336 465 298
216 8 262
57 110 890
43 305 588
140 458 13
402 128 921
154 444 539
26 88 250
241 450 216
248 212 39
497 400 856
295 116 216
57 26 826
300 69 631
388 61 90
402 464 570
175 118 514
214 145 455
317 238 757
33 338 822
280 483 191
348 41 217
174 341 138
100 335 664
170 11 134
36 77 631
343 394 370
101 280 560
423 204 396
497 337 880
188 185 273
257 212 466
396 222 47
448 322 383
464 344 394
98 380 971
82 224 718
304 177 498
364 452 54
113 449 891
493 490 929
118 247 993
84 495 715
483 443 537
366 407 733
112 358 113
436 440 189
154 96 718
4 460 170
58 73 472
231 36 61
224 472 409
291 456 204
180 174 464
413 287 322
378 75 114
68 229 210
138 85 522
309 143 448
133 445 866
447 28 755
8 104 227
269 395 35
474 75 210
438 340 849
112 219 924
78 139 505
140 277 90
14 438 733
462 71 31
329 18 559
436 379 16
15 148 763
51 474 691
113 264 531
462 376 750
386 306 889
243 446 19
66 275 881
449 456 899
361 392 130
377 408 279
331 72 870
363 386 98
465 124 405
207 367 703
226 200 516
35 118 292
416 68 248
168 429 141
298 158 901
429 298 860
35 482 284
257 197 670
355 14 294
112 221 13
316 299 213
184 335 331
328 103 751
429 271 680
35 90 823
319 347 872
341 55 886
487 167 108
0 335 907
65 20 594
248 200 698
0 129 821
180 51 743
371 374 447
212 409 537
35 80 237
259 273 292
145 260 459
253 112 147
161 29 519
255 278 219
305 278 849
222 181 627
21 245 536
411 132 969
148 391 242
292 37 355
103 290 319
250 303 349
269 411 127
190 195 215
90 270 749
217 143 346
106 54 479
427 54 370
169 198 259
376 302 902
196 52 205
45 174 468
24 163 37
429 353 84
496 295 706
97 365 350
444 323 256
423 250 663
145 419 861
257 148 663
159 344 568
216 241 742
74 46 462
69 492 974
27 211 399
190 208 171
419 124 515
487 193 108
81 230 873
190 304 271
4 166 517
114 235 9
440 6 797
442 34 360
341 76 69
364 480 886
50 239 56
158 173 786
383 363 942
154 220 960
24 186 196
33 126 54
183 68 88
43 262 665
112 126 997
351 162 397
214 212 489
270 371 662
408 106 377
350 113 97
310 137 283
358 170 262
413 205 682
353 249 944
368 64 585
117 278 149
106 400 372
120 308 479
498 10 92
447 173 729
231 31 751
345 296 957
27 2 58
324 372 771
247 92 336
184 210 466
333 168 867
206 289 675
185 139 186
129 86 711
210 169 742
461 14 391
270 394 393
328 218 117
452 317 210
288 1 772
254 186 940
473 392 81
1 429 220
39 58 159
250 268 828
235 352 589
480 33 659
98 485 976
160 125 829
432 231 15
224 205 260
306 206 689
378 245 100
37 347 868
366 191 450
61 279 155
2 259 40
161 209 877
489 369 2
170 153 585
37 378 790
297 36 348
339 414 445
439 304 792
307 22 484
110 435 263
117 437 874
9 98 436
386 439 157
240 109 811
325 146 41
468 296 577
168 135 343
114 74 499
258 233 521
242 195 956
357 164 393
84 173 843
20 411 634
177 3 243
340 181 742
381 149 38
310 317 173
6 283 599
5 42 184
27 136 732
335 346 396
81 430 922
276 302 185
411 479 189
154 172 222
396 53 371
286 216 40
459 222 324
410 227 718
447 106 354
179 442 200
427 375 482
201 151 284
387 62 764
428 217 436
150 465 341
373 252 57
413 63 631
89 326 211
307 273 317
14 304 611
214 231 486
197 285 490
481 172 552
97 452 621
385 454 87
79 179 691
488 92 606
120 34 432
331 193 57
0 207 861
464 274 945
302 323 230
292 156 254
197 106 558
318 491 12
448 411 635
407 383 521
339 66 67
249 418 274
462 382 400
407 185 223
489 329 732
243 26 338
153 197 181
17 454 604
60 255 367
196 162 750
69 353 668
136 102 86
163 324 506
239 314 187
471 409 566
309 415 263
342 432 717
446 493 324
165 41 338
415 110 192
435 99 646
22 362 563
343 25 240
349 116 906
388 87 167
454 248 582
217 91 515
111 55 401
450 322 863
494 258 462
492 132 176
408 475 702
148 176 670
54 64 110
221 19 710
23 375 543
383 339 450
136 141 124
499 487 882
314 479 866
490 387 341
44 387 517
215 441 934
177 15 453
387 171 393
41 194 769
84 429 960
386 65 601
10 416 588
245 230 567
111 73 807
305 469 194
322 184 988
108 361 3
61 101 526
455 142 72
76 226 1
36 464 418
77 219 769
496 331 342
303 136 311
350 310 348
338 419 561
193 332 662
71 139 304
143 67 382
496 103 346
266 92 321
452 21 892
221 18 223
415 173 711
79 23 874
427 213 645
340 406 477
3 329 469
159 472 36
394 320 492
92 86 436
265 391 458
158 464 828
233 232 1
297 311 877
171 90 90
316 430 349
145 285 178
466 297 3
355 191 823
347 135 762
445 411 321
273 144 53
127 293 864
4 464 454
94 132 385
295 130 22
474 96 319
329 451 362
4 150 498
266 138 751
123 83 662
445 209 158
498 336 952
363 340 268
169 286 753
406 82 235
100 237 635
463 93 137
313 212 775
64 335 711
78 132 420
88 131 256
392 346 448
161 15 86
266 274 520
1 203 928
184 303 17
171 118 611
309 431 175
436 347 10
147 277 143
27 258 972
475 271 339
62 389 113
434 242 668
215 427 324
232 450 442
195 111 226
370 48 425
228 319 921
354 346 31
178 174 655
369 88 544
483 22 287
3 237 66
327 322 868
122 369 480
348 92 380
125 325 279
180 53 598
453 259 945
485 289 471
140 158 559
36 141 81
175 497 319
93 324 993
462 446 362
442 146 954
322 272 131
101 304 684
52 258 295
349 243 584
320 235 243
379 123 736
312 299 733
483 392 910
191 148 355
145 322 627
277 276 931
313 328 541
461 177 784
45 349 371
140 80 495
377 244 146
462 228 38
372 56 745
81 247 393
436 245 716
415 22 992
198 187 172
240 148 201
376 46 550
248 186 130
95 63 374
241 378 954
131 102 511
376 183 110
122 471 355
190 386 729
34 85 269
206 177 917
407 53 963
309 153 2
439 248 417
165 489 295
472 473 898
335 349 933
445 323 405
153 13 291
234 399 228
3 105 405
273 364 311
88 173 964
90 464 213
8 482 554
303 454 27
487 86 52
392 91 418
35 326 817
264 181 775
169 454 139
480 43 165
297 133 981
362 493 963
416 297 769
296 350 558
377 189 145
281 81 236
51 117 914
369 233 96
496 402 402
487 235 445
4 384 931
486 246 924
449 14 73
219 162 276
129 39 465
126 173 399
215 224 368
480 281 442
277 285 326
60 271 72
485 73 939
410 144 601
186 125 493
4 252 666
255 467 242
123 448 40
224 26 833
374 135 752
200 196 375
125 33 948
416 295 944
17 334 570
362 338 674
380 93 141
123 68 941
163 292 819
348 223 529
463 449 165
67 2 713
442 127 98
243 395 393
187 412 227
109 127 417
276 482 430
70 497 574
389 346 650
436 228 601
1 170 580
99 413 975
344 453 740
424 414 367
204 326 209
486 396 58
61 138 904
211 409 565
310 197 793
264 198 964
344 149 729
172 493 34
412 417 449
131 111 999
209 315 177
418 301 926
477 214 64
233 425 825
299 88 22
92 352 720
408 48 369
490 220 714
24 484 984
325 115 595
176 325 910
354 95 63
132 424 278
48 158 555
373 309 643
395 253 847
467 162 396
188 4 616
402 380 953
386 206 68
159 72 117
289 120 127
344 345 936
488 240 690
335 59 704
83 247 708
52 2 88
5 388 646
425 222 381
171 465 173
216 476 246
333 265 718
313 110 64
249 450 304
291 137 216
495 221 463
55 273 465
496 278 206
375 226 245
49 294 222
295 480 487
13 293 949
429 394 899
302 33 610
265 441 383
83 437 513
289 79 68
217 307 647
314 356 941
36 3 421
376 368 566
177 298 961
429 384 999
466 186 384
428 303 825
176 175 194
96 244 501
95 59 209
389 447 564
162 175 284
229 205 434
42 134 318
41 452 856
103 191 398
365 219 426
411 167 170
412 263 581
473 152 881
389 314 908
174 395 613
108 437 599
279 330 51
487 108 931
499 211 974
398 428 693
176 192 861
198 456 476
280 430 128
13 319 294
273 345 190
239 454 479
338 85 162
390 72 270
321 72 333
341 498 805
54 196 262
30 328 44
158 193 363
305 467 561
495 206 15
110 108 596
409 97 416
328 182 793
372 193 487
88 498 306
149 345 864
16 23 760
116 12 399
140 122 7
237 418 615
155 327 564
424 393 68
389 222 251
34 446 296
21 386 146
179 35 991
43 51 366
55 160 353
29 256 950
445 180 195
14 421 269
117 456 216
413 329 102
59 361 490
402 404 41
268 412 913
499 467 73
352 381 822
475 262 430
277 208 611
472 222 384
242 339 840
412 15 383
402 269 639
296 37 52
209 388 19
134 92 253
308 67 15
238 344 575
201 169 297
86 411 488
278 221 92
35 240 376
27 388 766
79 97 506
450 83 599
203 391 18
219 481 715
146 183 884
444 121 795
284 399 368
377 52 353
336 439 945
65 466 833
183 397 282
189 348 365
288 51 256
159 122 90
374 269 773
258 65 394
405 349 145
273 78 549
424 332 807
257 15 705
40 56 405
405 197 456
14 356 931
104 230 52
229 488 117
475 393 318
120 18 397
170 496 664
11 420 496
170 30 363
227 70 419
132 327 616
441 193 324
372 297 554
424 378 894
393 353 139
211 326 9
460 348 506
124 359 278
472 381 808
187 461 730
459 93 58
427 386 751
252 110 901
158 386 631
405 279 985
406 303 11
412 280 870
42 252 603
351 292 564
433 251 510
491 178 896
95 282 7
348 441 893
479 346 25
316 242 368
479 148 671
490 412 951
212 455 56
316 158 348
232 443 599
242 435 129
491 382 912
498 230 205
243 61 903
268 378 145
136 357 646
160 348 910
111 60 217
367 461 819
466 203 606
448 194 840
212 44 70
417 288 983
320 408 861
317 397 219
463 57 419
226 168 979
443 188 208
171 55 669
342 374 224
448 174 771
140 386 667
45 475 216
407 292 613
126 108 22
397 334 690
376 277 730
436 448 786
182 90 686
305 230 924
472 292 727
280 338 54
348 97 698
313 75 306
335 472 492
377 348 770
108 285 570
246 94 713
258 276 803
296 433 386
220 258 530
299 38 220
205 238 317
403 51 392
210 386 864
202 263 65
324 223 202
395 469 296
108 79 925
1 447 468
104 303 596
422 207 647
383 471 149
300 148 724
354 43 194
150 3 773
427 118 501
138 472 300
458 356 899
317 460 702
413 234 761
413 253 30
298 488 354
299 288 502
24 142 397
218 144 752
343 424 722
344 414 694
145 372 550
450 455 949
94 166 542
300 466 330
302 342 824
51 60 321
303 255 745
26 100 11
72 97 883
123 345 925
338 295 732
139 359 600
194 306 618
236 106 584
419 261 278
243 164 838
64 468 446
24 418 495
260 393 192
185 231 339
269 371 51
369 65 357
487 153 315
424 72 428
393 84 61
339 246 759
237 270 177
84 30 571
276 67 154
467 188 877
18 57 942
375 397 948
43 321 520
471 375 188
416 268 273
329 459 871
88 48 993
266 132 876
189 260 795
343 80 484
221 98 541
15 326 938
463 369 611
484 192 487
24 109 107
297 438 919
14 145 952
185 29 644
169 250 243
63 118 69
353 81 790
465 417 834
304 294 943
263 443 234
182 464 761
2 478 758
306 220 444
367 427 576
462 342 194
383 195 127
173 12 545
7 316 691
303 80 134
37 114 98
150 468 928
260 274 500
204 497 258
177 216 37
253 178 379
299 61 574
427 86 587
324 445 255
15 100 687
149 489 802
100 139 122
380 251 897
381 455 746
139 133 962
176 238 492
407 38 405
481 465 843
420 141 640
176 156 741
363 157 730
17 109 722
140 490 473
389 223 781
135 214 266
449 242 504
441 149 394
346 130 711
41 51 352
181 79 8
422 442 518
5 460 627
79 100 969
404 489 692
185 476 406
451 425 148
456 218 297
202 416 780
414 457 183
275 413 204
272 349 616
242 253 957
434 291 433
193 242 710
491 253 196
123 167 5
158 433 996
272 60 261
476 205 531
345 478 232
271 6 776
204 51 371
267 245 421
96 211 193
453 221 979
449 493 39
210 321 597
93 166 575
325 128 999
311 399 857
439 455 909
310 74 654
84 474 742
283 325 519
174 35 840
271 129 507
198 454 487
197 117 738
55 409 693
316 71 120
470 7 594
212 118 664
17 274 39
43 409 364
414 83 252
254 207 233
113 405 539
100 455 9
384 178 841
4 148 349
98 212 319
114 81 593
5 476 502
370 390 437
122 496 644
246 210 357
255 401 719
25 137 749
367 141 749
332 62 870
334 284 612
123 258 608
268 465 70
22 212 133
379 319 886
450 345 23
51 212 16
300 132 107
113 19 16
7 351 78
229 37 363
153 132 939
224 154 3
209 385 322
95 187 667
118 238 231
134 390 363
93 3 734
461 362 937
39 443 474
254 488 839
80 142 971
19 218 626
22 427 511
344 374 51
12 344 641
95 330 32
311 423 387
45 236 602
483 127 545
309 234 534
148 314 528
98 355 525
461 51 899
12 415 743
154 11 73
38 322 348
425 219 584
27 202 563
425 364 297
311 12 611
191 484 444
437 434 151
314 396 703
65 408 118
160 414 981
85 452 655
433 230 875
369 109 929
284 34 293
82 197 158
193 388 494
138 177 929
141 343 325
344 408 85
315 68 852
148 153 304
31 159 496
460 444 30
254 26 80
264 219 820
258 209 850
187 351 693
364 47 602
154 215 676
458 19 966
197 50 478
193 362 422
75 116 800
155 232 871
328 491 433
178 30 636
